event_id,type,date,damage_cost,description1,description
131910,Thunderstorm Wind,03-AUG-08 01:10:00,0.00K,A complex of severe thunderstorms developed across northwest Mississippi and moved west southwest into the region...downing numerous trees and powerlines across north central and northeast Louisiana.  A gust front developed ahead of the convection and preceded the convection by in some cases 10 to 15 miles. This outflow boundary or gust front produced winds approaching 50 mph which downed trees and powerlines as well.  The storms propagated into a very unstable airmass during the late night hours of August 2nd and continued into the early morning hours of August 3rd.,Trees were blown down along Mitchell Road in Ruston
131913,Thunderstorm Wind,03-AUG-08 00:30:00,0.00K,A complex of severe thunderstorms developed across northwest Mississippi and moved west southwest into the region...downing numerous trees and powerlines across north central and northeast Louisiana.  A gust front developed ahead of the convection and preceded the convection by in some cases 10 to 15 miles. This outflow boundary or gust front produced winds approaching 50 mph which downed trees and powerlines as well.  The storms propagated into a very unstable airmass during the late night hours of August 2nd and continued into the early morning hours of August 3rd.,Trees were downed along La. 850 in Grayson
139152,Flash Flood,03-SEP-08 00:55:00,10.00M,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
139153,Flash Flood,03-SEP-08 06:00:00,2.00M,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
139144,Flash Flood,02-SEP-08 19:00:00,32.00K,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
139146,Flash Flood,02-SEP-08 19:15:00,25.00M,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
139148,Flash Flood,02-SEP-08 22:20:00,10.00M,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
135149,Tornado,02-SEP-08 21:25:00,600.00K,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
135171,Thunderstorm Wind,02-SEP-08 22:27:00,0.00K,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
135172,Tornado,03-SEP-08 03:37:00,7.00K,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
135218,Tornado,03-SEP-08 16:22:00,400.00K,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
135219,Tornado,03-SEP-08 17:10:00,150.00K,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
139143,Flash Flood,02-SEP-08 19:30:00,25.00M,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
140217,Flash Flood,09-DEC-08 16:30:00,50.00K,A round of severe thunderstorms containing tornadoes, large hail and damaging winds
140218,Flash Flood,09-DEC-08 16:15:00,10.00K,A round of severe thunderstorms containing tornadoes, large hail and damaging winds
131990,Thunderstorm Wind,11-AUG-08 16:15:00,0.00K,An upper level ridge which was located across the central and southern plains over the last couple of weeks and resulted in triple digit temperatures across much of the region finally moved west into the inter-mountain west.  As a result, southwest Arkansas and northeast Louisiana was put in a more favorable storm pattern being east of the upper level ridge axis.  Numerous showers and thunderstorms developed across the southern plains during the overnight hours of August 10th and moved southeast into southwest Arkansas and north central and northeast Louisiana during the morning hours of August 11th.  Widespread flooding was reported across much of the region.  During the afternoon with heating of the day
132015,Flash Flood,19-AUG-08 15:30:00,0.00K,An upper level low pressure system centered across the southern plains became nearly stationary through the week of August 19th.  This setup allowed for deep tropical moisture to advance northward from the Gulf of Mexico.  Small perturbations rounded the back side of this feature and resulted in deep lift needed for widespread showers and thunderstorms across portions of the region.  The result was some flooding reports where thunderstorm activity trained over the same general area.,Guyton Road was flooded southwest of Brownsville-Bawcom
131033,Flash Flood,11-AUG-08 04:15:00,50.00K,An abnormal mid August weather pattern brought a large area of rain and thunderstorms to a large portion of the region. This activity brought locally heavy rain and some flash flooding to some areas along with a few isolated severe thunderstorms during the afternoon hours. Most of the region received 2 to 4 inches with a few locations a bit higher with 4 to 6 inches.,Several secondary roads were flooded across the southern half of the parish. Rainfall amounts ranged between 3 and 5 inches over a few hours.
140229,Hail,09-DEC-08 16:59:00,0.00K,A round of severe thunderstorms containing tornadoes, large hail and damaging winds
140215,Thunderstorm Wind,09-DEC-08 14:09:00,10.00K,A round of severe thunderstorms containing tornadoes, large hail and damaging winds
140216,Thunderstorm Wind,09-DEC-08 14:16:00,4.00K,A round of severe thunderstorms containing tornadoes, large hail and damaging winds
139763,Tornado,09-DEC-08 12:15:00,750.00K,Strong low level wind shear accompanied a broken line of strong to severe thunderstorms across portions of northwest and north central Louisiana the morning of December 9th.  These thunderstorms produced large hail, damaging thunderstorm wind gusts and a few tornadoes across the region.
147927,Flash Flood,09-DEC-08 18:30:00,500.00K,As a cold front approached central Louisiana, showers and thunderstorms developed. Some of these storms became severe and produced tornadoes
147923,Thunderstorm Wind,09-DEC-08 10:45:00,10.00K,As a cold front approached central Louisiana, showers and thunderstorms developed. Some of these storms became severe and produced tornadoes
147924,Tornado,09-DEC-08 11:16:00,300.00K,As a cold front approached central Louisiana, showers and thunderstorms developed. Some of these storms became severe and produced tornadoes
147925,Tornado,09-DEC-08 09:52:00,200.00K,As a cold front approached central Louisiana, showers and thunderstorms developed. Some of these storms became severe and produced tornadoes
147926,Hail,09-DEC-08 10:54:00,0.00K,As a cold front approached central Louisiana, showers and thunderstorms developed. Some of these storms became severe and produced tornadoes
139237,Flash Flood,03-SEP-08 18:30:00,400.00K,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
139239,Flash Flood,03-SEP-08 20:20:00,500.00K,Hurricane Gustav was the 2nd major hurricane of the 2008 Atlantic Hurricane Season. It took shape as a tropical depression on the morning of August 25th just southeast of Haiti, and rapidly strengthened to hurricane status by the morning of August 26th. After inflicting serious damage on portions of Haiti
77249,Thunderstorm Wind,12-FEB-08 09:30:00,0.00K,Showers and thunderstorms developed in advance and behind a strong cold front which produced severe thunderstorms earlier the night of February 11th in southeast Oklahoma.  As these thunderstorms moved southeast into northeast Texas and northwest Louisiana, they encountered an increasingly unstable atmosphere.  The result was widespread large hail across portions of northeast Texas and northwest Louisiana on the morning of February 12th. Damaging wind gusts were also reported across portions of the region as a bow echo developed across extreme northeast Texas and northwest Louisiana ahead of the cold front.
77252,Thunderstorm Wind,12-FEB-08 10:05:00,0.00K,Showers and thunderstorms developed in advance and behind a strong cold front which produced severe thunderstorms earlier the night of February 11th in southeast Oklahoma.  As these thunderstorms moved southeast into northeast Texas and northwest Louisiana, they encountered an increasingly unstable atmosphere.  The result was widespread large hail across portions of northeast Texas and northwest Louisiana on the morning of February 12th. Damaging wind gusts were also reported across portions of the region as a bow echo developed across extreme northeast Texas and northwest Louisiana ahead of the cold front.
77254,Hail,12-FEB-08 10:25:00,0.00K,Showers and thunderstorms developed in advance and behind a strong cold front which produced severe thunderstorms earlier the night of February 11th in southeast Oklahoma.  As these thunderstorms moved southeast into northeast Texas and northwest Louisiana, they encountered an increasingly unstable atmosphere.  The result was widespread large hail across portions of northeast Texas and northwest Louisiana on the morning of February 12th. Damaging wind gusts were also reported across portions of the region as a bow echo developed across extreme northeast Texas and northwest Louisiana ahead of the cold front.
77253,Hail,12-FEB-08 10:13:00,0.00K,Showers and thunderstorms developed in advance and behind a strong cold front which produced severe thunderstorms earlier the night of February 11th in southeast Oklahoma.  As these thunderstorms moved southeast into northeast Texas and northwest Louisiana, they encountered an increasingly unstable atmosphere.  The result was widespread large hail across portions of northeast Texas and northwest Louisiana on the morning of February 12th. Damaging wind gusts were also reported across portions of the region as a bow echo developed across extreme northeast Texas and northwest Louisiana ahead of the cold front.
77255,Thunderstorm Wind,12-FEB-08 10:50:00,0.00K,Showers and thunderstorms developed in advance and behind a strong cold front which produced severe thunderstorms earlier the night of February 11th in southeast Oklahoma.  As these thunderstorms moved southeast into northeast Texas and northwest Louisiana, they encountered an increasingly unstable atmosphere.  The result was widespread large hail across portions of northeast Texas and northwest Louisiana on the morning of February 12th. Damaging wind gusts were also reported across portions of the region as a bow echo developed across extreme northeast Texas and northwest Louisiana ahead of the cold front.
77399,Hail,21-FEB-08 18:18:00,0.00K,A shallow arctic cold front was draped across east Texas and north Louisiana just south of the Interstate 20 corridor during the late afternoon and evening of the 21st.  This resulted in temperatures in the 40s north of the front across southwest Arkansas and extreme northeast Texas, while temperatures rose to the upper 60s to middle 70s south of the front across deep east Texas and north central Louisiana. Meanwhile
77400,Hail,21-FEB-08 18:30:00,0.00K,A shallow arctic cold front was draped across east Texas and north Louisiana just south of the Interstate 20 corridor during the late afternoon and evening of the 21st.  This resulted in temperatures in the 40s north of the front across southwest Arkansas and extreme northeast Texas, while temperatures rose to the upper 60s to middle 70s south of the front across deep east Texas and north central Louisiana. Meanwhile
76608,Tornado,10-JAN-08 13:10:00,1.50M,A strong cold front associated with a vigorous upper level disturbance produced scattered strong to severe thunderstorms over southeast Louisiana.,A tornado briefly touched down damaging several industrial buildings of a farm equipment dealer near the intersection of Louisiana Highway 3131 and Louisiana Highway 1. Several large doors were blown in and a large portion of a roof was torn off.  In addition
77355,Flash Flood,21-FEB-08 23:30:00,0.00K,A shallow arctic cold front was draped across east Texas and north Louisiana just south of the Interstate 20 corridor during the late afternoon and evening of the 21st.  This resulted in temperatures in the 40s north of the front across southwest Arkansas and extreme northeast Texas, while temperatures rose to the upper 60s to middle 70s south of the front across deep east Texas and north central Louisiana. Meanwhile
77358,Flash Flood,21-FEB-08 23:30:00,0.00K,A shallow arctic cold front was draped across east Texas and north Louisiana just south of the Interstate 20 corridor during the late afternoon and evening of the 21st.  This resulted in temperatures in the 40s north of the front across southwest Arkansas and extreme northeast Texas, while temperatures rose to the upper 60s to middle 70s south of the front across deep east Texas and north central Louisiana. Meanwhile
80062,Thunderstorm Wind,12-FEB-08 10:57:00,400.00K,A potent storm system dropped out of the Southern Plains on February 12th and pushed a squall line of thunderstorms through the region. This squall line produced widespread wind damage across portions of northeast Louisiana as well as central and southern Mississippi. The line of storms was very efficient in terms of producing severe wind gusts, many of which were between 75 and 90 mph. Thousands of trees were damaged with many falling on homes and taking down power lines. Five brief tornadoes also occurred with this line of storms.
80065,Thunderstorm Wind,12-FEB-08 11:22:00,80.00K,A potent storm system dropped out of the Southern Plains on February 12th and pushed a squall line of thunderstorms through the region. This squall line produced widespread wind damage across portions of northeast Louisiana as well as central and southern Mississippi. The line of storms was very efficient in terms of producing severe wind gusts, many of which were between 75 and 90 mph. Thousands of trees were damaged with many falling on homes and taking down power lines. Five brief tornadoes also occurred with this line of storms.
136811,Tornado,03-SEP-08 01:57:00,300.00K,Hurricane Gustav caused wind damage, flash flooding
77262,Thunderstorm Wind,12-FEB-08 11:00:00,10.00K,Showers and thunderstorms developed in advance and behind a strong cold front which produced severe thunderstorms earlier the night of February 11th in southeast Oklahoma.  As these thunderstorms moved southeast into northeast Texas and northwest Louisiana, they encountered an increasingly unstable atmosphere.  The result was widespread large hail across portions of northeast Texas and northwest Louisiana on the morning of February 12th. Damaging wind gusts were also reported across portions of the region as a bow echo developed across extreme northeast Texas and northwest Louisiana ahead of the cold front.
77343,Flash Flood,21-FEB-08 23:25:00,0.00K,A shallow arctic cold front was draped across east Texas and north Louisiana just south of the Interstate 20 corridor during the late afternoon and evening of the 21st.  This resulted in temperatures in the 40s north of the front across southwest Arkansas and extreme northeast Texas, while temperatures rose to the upper 60s to middle 70s south of the front across deep east Texas and north central Louisiana. Meanwhile
83676,Tornado,21-FEB-08 17:22:00,20.00K,A developing low pressure system produced several tornadoes, large hail
83663,Tornado,17-FEB-08 01:30:00,125.00K,A cold front moved across the region, producing a tornado
83670,Hail,21-FEB-08 19:52:00,0.00K,A developing low pressure system produced several tornadoes, large hail
83679,Tornado,21-FEB-08 17:35:00,20.00K,A developing low pressure system produced several tornadoes, large hail
83687,Thunderstorm Wind,26-FEB-08 02:19:00,500.00K,A strong cold front moved across the region, producing spotty large hail and wind damage.
83665,Flood,21-FEB-08 11:00:00,5.00K,A developing low pressure system produced several tornadoes, large hail
83669,Hail,21-FEB-08 16:07:00,0.00K,A developing low pressure system produced several tornadoes, large hail
83843,Tornado,16-FEB-08 06:30:00,150.00K,An isolated thunderstorm in the vicinity of a warm front produced a tornado and wind damage.,An isolated thunderstorm produced a tornado that moved along an 2.5  mile long path from west of Morganza to the community of Morganza. Mandella Lane west of New Roads. One mobile home sustained severe damage south of Morganza when its roof was ripped off
85232,Thunderstorm Wind,16-FEB-08 06:35:00,50.00K,An isolated thunderstorm in the vicinity of a warm front produced a tornado and wind damage.,Thunderstorm wind gust produced damage to trees
93911,Thunderstorm Wind,04-APR-08 09:09:00,300.00K,Severe thunderstorms that developed during the evening of April 3rd across the northern half of northeast Texas, southeast Oklahoma and southwest Arkansas continued into the southern portions of northeast Texas as well as northwest Louisiana in a very unstable atmosphere. These supercell thunderstorms developed into bow echo like appearances due to very strong shear in the lower levels of the atmosphere
87297,Hail,26-FEB-08 02:01:00,0.00K,During the early morning hours of February 26th, a line of thunderstorms move east southeast across the region. Scattered severe thunderstorms developed along this line as it approached the Natchez Trace corridor. A handfull of hail reports occurred with certain segments of this line along with a few wind damage reports.
78050,Thunderstorm Wind,05-FEB-08 21:56:00,10.00K,An outbreak of severe thunderstorms and tornadoes occurred on Super Tuesday February 5th 2008. The worst tornadoes and majority of the severe weather occurred to the north of our service area. However, our region did receive quite of a bit of weather with several weak tornadoes
78053,Thunderstorm Wind,05-FEB-08 22:52:00,0.00K,An outbreak of severe thunderstorms and tornadoes occurred on Super Tuesday February 5th 2008. The worst tornadoes and majority of the severe weather occurred to the north of our service area. However, our region did receive quite of a bit of weather with several weak tornadoes
79766,Thunderstorm Wind,05-FEB-08 23:25:00,25.00K,An outbreak of severe thunderstorms and tornadoes occurred on Super Tuesday February 5th 2008. The worst tornadoes and majority of the severe weather occurred to the north of our service area. However, our region did receive quite of a bit of weather with several weak tornadoes
94340,Thunderstorm Wind,04-APR-08 10:53:00,0.00K,A potent early April storm slammed the area with widespread wind damage and several tornadoes. A bowing line of thunderstorms was the culprit with the main axis of severe weather and damage having occurred within the I-20 corridor from northeast Louisiana to the Jackson Metro to east-central Mississippi around Meridian. Several extensive swaths of significant wind damage occurred, where winds were estimated at 80 mph or greater. Overall
78057,Tornado,05-FEB-08 23:17:00,2.00K,An outbreak of severe thunderstorms and tornadoes occurred on Super Tuesday February 5th 2008. The worst tornadoes and majority of the severe weather occurred to the north of our service area. However, our region did receive quite of a bit of weather with several weak tornadoes
90973,Thunderstorm Wind,19-MAR-08 00:10:00,30.00K,During the afternoon of March 18th, a strong area of low pressure developed across east Texas and lifted northeast into Arkansas. This deepening surface low increased the pressure gradient across the region and provided sustained winds between 30 and 35 mph with some gusts between 40 and 50 mph. These gradient winds caused sporadic damage across the parishes of northeast Louisiana and portions of central and southwest Mississippi. Scattered trees were blown down
93199,Thunderstorm Wind,04-APR-08 09:30:00,15.00K,A potent early April storm slammed the area with widespread wind damage and several tornadoes. A bowing line of thunderstorms was the culprit with the main axis of severe weather and damage having occurred within the I-20 corridor from northeast Louisiana to the Jackson Metro to east-central Mississippi around Meridian. Several extensive swaths of significant wind damage occurred, where winds were estimated at 80 mph or greater. Overall
90198,Hail,03-MAR-08 15:14:00,0.00K,An approaching cold front produced strong gradient winds of 40 to 50 mph. When the front passed across the region, a few storms produced large hail.
90200,Hail,03-MAR-08 18:10:00,0.00K,An approaching cold front produced strong gradient winds of 40 to 50 mph. When the front passed across the region, a few storms produced large hail.
97132,Tornado,11-APR-08 14:27:00,75.00K,Two tornadoes touched down in Evangeline and St. Landry Parishes, causing minor damages.
97149,Thunderstorm Wind,22-APR-08 21:14:00,0.00K,A weak upper level disturbance aided thunderstorm development across southwest Louisiana. Some of the storms produced high winds and large hail.,The ASOS site at Alexandria International Airport recorded a wind gust of 56 knots during a thunderstorm.
97136,Tornado,11-APR-08 14:40:00,60.00K,Two tornadoes touched down in Evangeline and St. Landry Parishes, causing minor damages.
97148,Thunderstorm Wind,22-APR-08 22:28:00,5.00K,A weak upper level disturbance aided thunderstorm development across southwest Louisiana. Some of the storms produced high winds and large hail.,Trees were blown down near Gardner.
97147,Hail,23-APR-08 00:00:00,0.00K,A weak upper level disturbance aided thunderstorm development across southwest Louisiana. Some of the storms produced high winds and large hail.,
97146,Hail,22-APR-08 21:50:00,0.00K,A weak upper level disturbance aided thunderstorm development across southwest Louisiana. Some of the storms produced high winds and large hail.,
103542,Thunderstorm Wind,13-MAY-08 22:26:00,20.00K,A cluster of storms moved east from northeast Texas into northwest Louisiana where it met up with a rapidly developing band of showers and thunderstorms.  Some of this convection initially produced large hail and damaging thunderstorm wind gusts. Eventually...heavy rainfall began across portions of northeast Texas and northwest Louisiana which continued all night and into the morning hours of May 14th.,Damaging straight line wind gusts resulted in numerous large trees uprooted and snapped. Structural damage was limited however to a privacy fence which was blown down...as well as several power poles and lines which were downed.  The winds also blew down two vents off the roof of a local grocery store which allowed water to saturate the contents inside.
113892,Thunderstorm Wind,26-JUN-08 15:33:00,0.00K,Storms developed during the afternoon of June 26th in a moist and|unstable air mass over the region.  Several storms quickly strengthened |as an outflow boundary propagated northward across the area.  In wake|of the boundary, several storms collapsed
136000,Flash Flood,02-SEP-08 17:17:00,0.00K,Hurricane Gustav moved northwestward into the southeast Louisiana coast during the early morning hours of September 1st.  The storm continued a steady northwestward motion into east central Louisiana and northwest Louisiana during the evening hours of September 1st.  The storm was downgraded to a tropical storm just before entering east central Louisiana during the late evening hours of September 1st.  As the storm continued to move to the northwest...tropical storm force winds affected much of east central and west central Louisiana which downed numerous trees and power lines.  Power was out across many locations and several trees fell on top of homes and automobiles.  Wind gusts likely approached 70 mph in a few locations during the evening and late night hours of September 1st into the pre dawn hours of September 2nd.,Numerous roads in West Monroe closed or being closed due to excessive heavy rainfall from the remnants of Hurricane Gustav.
136002,Flash Flood,02-SEP-08 17:24:00,250.00K,Hurricane Gustav moved northwestward into the southeast Louisiana coast during the early morning hours of September 1st.  The storm continued a steady northwestward motion into east central Louisiana and northwest Louisiana during the evening hours of September 1st.  The storm was downgraded to a tropical storm just before entering east central Louisiana during the late evening hours of September 1st.  As the storm continued to move to the northwest...tropical storm force winds affected much of east central and west central Louisiana which downed numerous trees and power lines.  Power was out across many locations and several trees fell on top of homes and automobiles.  Wind gusts likely approached 70 mph in a few locations during the evening and late night hours of September 1st into the pre dawn hours of September 2nd.,Excessive heavy rainfall resulted in the flooding of some homes on Wellerman Road.
136432,Tornado,13-SEP-08 19:50:00,0.00K,Hurricane Ike came onshore across extreme southeast Texas during the late night hours of September 12th and the pre-dawn hours of September 13th. The storm made good progress northward during the day of September 13th and brought Tropical Storm force winds to much of northeast Texas and northwest Louisiana and extreme southwest Arkansas. The storm produced widespread downed trees and power lines along with structural damage either from the winds or from downed trees which fell on top of structures.  Power outages were widespread across a three state area of northeast Texas, northwest Louisiana and southwest Arkansas.  Southwest Electric Power Company (SWEPCO) which provides electricity to a good portion of northeast Texas
136434,Tornado,13-SEP-08 22:37:00,0.00K,Hurricane Ike came onshore across extreme southeast Texas during the late night hours of September 12th and the pre-dawn hours of September 13th. The storm made good progress northward during the day of September 13th and brought Tropical Storm force winds to much of northeast Texas and northwest Louisiana and extreme southwest Arkansas. The storm produced widespread downed trees and power lines along with structural damage either from the winds or from downed trees which fell on top of structures.  Power outages were widespread across a three state area of northeast Texas, northwest Louisiana and southwest Arkansas.  Southwest Electric Power Company (SWEPCO) which provides electricity to a good portion of northeast Texas
131915,Thunderstorm Wind,03-AUG-08 01:00:00,10.00K,A complex of severe thunderstorms developed across northwest Mississippi and moved west southwest into the region...downing numerous trees and powerlines across north central and northeast Louisiana.  A gust front developed ahead of the convection and preceded the convection by in some cases 10 to 15 miles. This outflow boundary or gust front produced winds approaching 50 mph which downed trees and powerlines as well.  The storms propagated into a very unstable airmass during the late night hours of August 2nd and continued into the early morning hours of August 3rd.,Trees and powerlines were downed across the entire parish.  Some of the damage included downed trees in the town of Hodge where Front Street was blocked and a metal fence was blown destroyed at the local paper mill. Large trees also fell near a restaurant in Jonesboro
131978,Flash Flood,11-AUG-08 09:00:00,200.00K,An upper level ridge which was located across the central and southern plains over the last couple of weeks and resulted in triple digit temperatures across much of the region finally moved west into the inter-mountain west.  As a result, southwest Arkansas and northeast Louisiana was put in a more favorable storm pattern being east of the upper level ridge axis.  Numerous showers and thunderstorms developed across the southern plains during the overnight hours of August 10th and moved southeast into southwest Arkansas and north central and northeast Louisiana during the morning hours of August 11th.  Widespread flooding was reported across much of the region.  During the afternoon with heating of the day
133631,Thunderstorm Wind,12-AUG-08 12:12:00,2.00K,Scattered severe thunderstorms affected areas of southeast Louisiana in advance of a cold front and in association with an upper level disturbance moving across the lower Mississippi Valley.,Trees and power lines were blown down at various locations around East Feliciana Parish.
131887,Thunderstorm Wind,02-AUG-08 18:00:00,0.00K,A shortwave trough dove southeast and interacted with a very unstable |airmass to result in strong to severe thunderstorms, mainly across |southern Arkansas and northeastern Louisiana.  The most extensive |damage occurred around the city of Ruston
131888,Thunderstorm Wind,02-AUG-08 18:03:00,0.00K,A shortwave trough dove southeast and interacted with a very unstable |airmass to result in strong to severe thunderstorms, mainly across |southern Arkansas and northeastern Louisiana.  The most extensive |damage occurred around the city of Ruston
131890,Thunderstorm Wind,02-AUG-08 18:18:00,0.00K,A shortwave trough dove southeast and interacted with a very unstable |airmass to result in strong to severe thunderstorms, mainly across |southern Arkansas and northeastern Louisiana.  The most extensive |damage occurred around the city of Ruston
131891,Thunderstorm Wind,02-AUG-08 18:21:00,0.00K,A shortwave trough dove southeast and interacted with a very unstable |airmass to result in strong to severe thunderstorms, mainly across |southern Arkansas and northeastern Louisiana.  The most extensive |damage occurred around the city of Ruston
130925,Thunderstorm Wind,02-AUG-08 23:25:00,200.00K,A rare and widespread significant wind event impacted the NWS Jackson, MS forecast area during the evening of Aug 2nd and lasted into the early morning hours of Aug 3rd. Several clusters of storms developed across Northern Mississippi and Northern Alabama during the late afternoon and became further organized as the clusters moved to the south and southwest. Between 8 and 9 pm
130927,Thunderstorm Wind,02-AUG-08 23:28:00,150.00K,A rare and widespread significant wind event impacted the NWS Jackson, MS forecast area during the evening of Aug 2nd and lasted into the early morning hours of Aug 3rd. Several clusters of storms developed across Northern Mississippi and Northern Alabama during the late afternoon and became further organized as the clusters moved to the south and southwest. Between 8 and 9 pm
130936,Thunderstorm Wind,02-AUG-08 23:52:00,0.00K,A rare and widespread significant wind event impacted the NWS Jackson, MS forecast area during the evening of Aug 2nd and lasted into the early morning hours of Aug 3rd. Several clusters of storms developed across Northern Mississippi and Northern Alabama during the late afternoon and became further organized as the clusters moved to the south and southwest. Between 8 and 9 pm
131892,Thunderstorm Wind,02-AUG-08 18:28:00,30.00K,A shortwave trough dove southeast and interacted with a very unstable |airmass to result in strong to severe thunderstorms, mainly across |southern Arkansas and northeastern Louisiana.  The most extensive |damage occurred around the city of Ruston
136109,Tornado,13-SEP-08 12:20:00,0.00K,Hurricane Ike came onshore across extreme southeast Texas during the late night hours of September 12th and the pre-dawn hours of September 13th. The storm made good progress northward during the day of September 13th and brought Tropical Storm force winds to much of northeast Texas and northwest Louisiana and extreme southwest Arkansas. The storm produced widespread downed trees and power lines along with structural damage either from the winds or from downed trees which fell on top of structures.  Power outages were widespread across a three state area of northeast Texas, northwest Louisiana and southwest Arkansas.  Southwest Electric Power Company (SWEPCO) which provides electricity to a good portion of northeast Texas
136012,Flash Flood,02-SEP-08 18:35:00,0.00K,Hurricane Gustav moved northwestward into the southeast Louisiana coast during the early morning hours of September 1st.  The storm continued a steady northwestward motion into east central Louisiana and northwest Louisiana during the evening hours of September 1st.  The storm was downgraded to a tropical storm just before entering east central Louisiana during the late evening hours of September 1st.  As the storm continued to move to the northwest...tropical storm force winds affected much of east central and west central Louisiana which downed numerous trees and power lines.  Power was out across many locations and several trees fell on top of homes and automobiles.  Wind gusts likely approached 70 mph in a few locations during the evening and late night hours of September 1st into the pre dawn hours of September 2nd.,Excessive heavy rainfall from the remnants of Hurricane Gustav resulted in severe flooding across portions of Caldwell Parish.  Flooding was excessive on Hwy 165 and Hwy 846 near Columbia
136015,Flash Flood,02-SEP-08 18:38:00,0.00K,Hurricane Gustav moved northwestward into the southeast Louisiana coast during the early morning hours of September 1st.  The storm continued a steady northwestward motion into east central Louisiana and northwest Louisiana during the evening hours of September 1st.  The storm was downgraded to a tropical storm just before entering east central Louisiana during the late evening hours of September 1st.  As the storm continued to move to the northwest...tropical storm force winds affected much of east central and west central Louisiana which downed numerous trees and power lines.  Power was out across many locations and several trees fell on top of homes and automobiles.  Wind gusts likely approached 70 mph in a few locations during the evening and late night hours of September 1st into the pre dawn hours of September 2nd.,Excessive heavy rainfall from the remnants of Hurricane Gustav resulted in numerous road closures across the parish.  Highway 127 was closed during the evening between Olla and Summerfield
136033,Flash Flood,03-SEP-08 08:20:00,0.00K,Hurricane Gustav moved northwestward into the southeast Louisiana coast during the early morning hours of September 1st.  The storm continued a steady northwestward motion into east central Louisiana and northwest Louisiana during the evening hours of September 1st.  The storm was downgraded to a tropical storm just before entering east central Louisiana during the late evening hours of September 1st.  As the storm continued to move to the northwest...tropical storm force winds affected much of east central and west central Louisiana which downed numerous trees and power lines.  Power was out across many locations and several trees fell on top of homes and automobiles.  Wind gusts likely approached 70 mph in a few locations during the evening and late night hours of September 1st into the pre dawn hours of September 2nd.,Excessive heavy rainfall in La Salle Parish from the remnants of Hurricane Gustav resulted in high water covering Hwy 84.
136004,Flash Flood,02-SEP-08 17:33:00,0.00K,Hurricane Gustav moved northwestward into the southeast Louisiana coast during the early morning hours of September 1st.  The storm continued a steady northwestward motion into east central Louisiana and northwest Louisiana during the evening hours of September 1st.  The storm was downgraded to a tropical storm just before entering east central Louisiana during the late evening hours of September 1st.  As the storm continued to move to the northwest...tropical storm force winds affected much of east central and west central Louisiana which downed numerous trees and power lines.  Power was out across many locations and several trees fell on top of homes and automobiles.  Wind gusts likely approached 70 mph in a few locations during the evening and late night hours of September 1st into the pre dawn hours of September 2nd.,Street flooding was reported in downtown Monroe on Speed Avenue.
